target_id	length	eff_length	est_counts	tpm
rnd-1_family-443#LINE/RTE-BovB	165	39.2981	95.5909	809.247
rnd-1_family-197#LINE/CR1	2655	2502.47	1113.8	148.072
rnd-1_family-66#LINE/RTE-BovB	793	640.855	548.623	284.807
rnd-1_family-308#DNA/CMC-EnSpm	159	35.1187	92.7833	878.957
rnd-1_family-170#LINE/CR1	460	309.262	156.693	168.562
rnd-1_family-217#Unknown	716	563.975	581	342.73
rnd-1_family-244#Unknown	115	10.9269	254.801	7757.82
rnd-1_family-262#Unknown	109	8.79588	6.26749	237.056
rnd-1_family-188#LINE/RTE-BovB	157	33.8029	181.297	1784.31
rnd-1_family-406#LINE/CR1-Zenon	199	65.7938	199.536	1008.96
rnd-1_family-89#LINE/CR1	1287	1134.47	55.5483	16.2897
rnd-1_family-5#LTR/Pao	2316	2163.47	1191.24	183.183
rnd-1_family-404#Unknown	495	344.006	362.394	350.47
rnd-1_family-291#LINE/RTE-BovB	728	575.975	80.5619	46.5331
rnd-1_family-105#LTR/Pao	2505	2352.47	1147.59	162.292
rnd-1_family-171#Unknown	211	75.7232	0.000963264	0.00423207
rnd-1_family-325#Unknown	228	89.822	52.0828	192.907
rnd-1_family-86#LINE/CR1	1953	1800.47	179.186	33.1095
rnd-1_family-240#LINE/CR1	292	147.092	1.02598	2.32052
rnd-1_family-278#LINE/CR1	1154	1001.47	28.5341	9.47897
rnd-1_family-270#LINE/Penelope	596	444.475	172.218	128.904
rnd-1_family-254#Unknown	218	81.328	74.7896	305.94
rnd-1_family-121#Unknown	69	23.7391	681.148	9545.81
rnd-1_family-180#Unknown	73	25.64	550.595	7144.14
rnd-1_family-288#LTR/Gypsy	1018	865.473	464.538	178.568
rnd-1_family-250#Unknown	154	31.787	327.532	3427.99
rnd-1_family-409#Unknown	134	19.5508	59.5712	1013.7
rnd-1_family-292#Unknown	124	14.6278	152.556	3469.66
rnd-1_family-213#Unknown	98	6.68844	102.96	5121.27
rnd-1_family-426#Unknown	98	6.68844	121.835	6060.13
rnd-1_family-73#Unknown	1158	1005.47	794.277	262.807
rnd-1_family-414#Unknown	66	25.4211	318.706	4170.93
rnd-1_family-293#LTR/Copia	522	370.72	251.686	225.865
rnd-1_family-448#Unknown	521	369.72	0	0
rnd-1_family-220#Unknown	1327	1174.47	731.738	207.276
rnd-1_family-94#LINE/Penelope	720	567.975	461.564	270.357
rnd-1_family-350#LINE/Rex-Babar	833	680.788	275.146	134.458
rnd-1_family-39#LINE/CR1	3239	3086.47	440.136	47.4418
rnd-1_family-4#Unknown	2139	1986.47	287.086	48.0802
rnd-1_family-140#Unknown	196	63.3574	1530.06	8034.27
rnd-1_family-138#Unknown	320	173.154	76.2973	146.593
rnd-1_family-87#Unknown	671	519.136	135.789	87.0199
rnd-1_family-246#LTR/Gypsy	1108	955.473	256.482	89.3047
rnd-1_family-362#Unknown	141	23.53	10.2673	145.168
rnd-1_family-289#Unknown	128	16.3963	2462.82	49971.6
rnd-1_family-277#LTR/Gypsy	535	383.682	0	0
rnd-1_family-12#LTR/Pao	1800	1647.47	1955.74	394.937
rnd-1_family-226#Unknown	301	155.354	286.289	613.079
rnd-1_family-112#Unknown	437	286.703	950.834	1103.34
rnd-1_family-119#LINE/CR1	1172	1019.47	56	18.2746
rnd-1_family-93#LINE/CR1	1821	1668.47	790.122	157.547
rnd-1_family-24#Unknown	894	741.788	2289	1026.6
rnd-1_family-356#Unknown	243	102.8	70.4649	228.041
rnd-1_family-390#Unknown	217	80.4801	20.3216	84.0051
rnd-1_family-45#Unknown	848	695.788	282.104	134.887
rnd-1_family-162#Unknown	171	43.6782	57.2088	435.747
rnd-1_family-313#LINE/CR1	677	525.084	819.589	519.282
rnd-1_family-338#LINE/CR1	884	731.788	296.004	134.57
rnd-1_family-333#LTR/Gypsy	1227	1074.47	5423.18	1679.17
rnd-1_family-156#Unknown	94	12.563	53.1	1406.16
rnd-1_family-353#Unknown	422	272.01	478.217	584.892
rnd-1_family-1#LINE/RTE-BovB	3241	3088.47	3442.41	370.812
rnd-1_family-35#Unknown	2383	2230.47	4109.22	612.913
rnd-1_family-60#LINE/CR1	1819	1666.47	444.7	88.7779
rnd-1_family-23#Unknown	3227	3074.47	354.806	38.3933
rnd-1_family-271#Unknown	402	252.376	1036	1365.68
